省份,运营商,135 号段,136 号段,137 号段,138 号段,139 号段,147 号段,148 号段,150 号段,151 号段,152 号段,157 号段,158 号段,159 号段,165 号段,170 号段,172 号段,178 号段,182 号段,183 号段,184 号段,187 号段,188 号段,195 号段,197 号段,198 号段
贵州,移动,,,,,,,,,1518591,,1579238,,,,,1728695,,1827511,1838601,1848604,1878611,,,,
贵州,移动,,,,,,,,,1518592,,1579244,,,,,1728696,,1827512,1838602,1848605,1878612,,,,
贵州,移动,,,,,,,,,1518593,,1579250,,,,,1728697,,1827513,1838603,1848606,1878613,,,,
贵州,移动,,,,,,,,,1518594,,1579251,,,,,1728698,,1827514,1838604,1848607,1878614,,,,
贵州,移动,,,,,,,,,1518595,,1579258,,,,,1728699,,1827515,1838605,1848608,1878615,,,,
贵州,移动,,,,,,,,,1518596,,1579259,,,,,1728968,,1827516,1838606,1848609,1878616,,,,
贵州,移动,,,,,,,,,1518597,,1579261,,,,,1729446,,1827517,1838607,1848610,1878617,,,,
贵州,移动,,,,,,,,,1518598,,1579267,,,,,1729447,,1827518,1838608,1848611,1878618,,,,
贵州,移动,,,,,,,,,1518599,,1579268,,,,,1729448,,1827519,1838609,1848612,1878619,,,,
贵州,移动,,,,,,,,,1518600,,1579269,,,,,1729449,,1827520,1838610,1848613,1878620,,,,
贵州,移动,,,,,,,,,1518601,,1579278,,,,,1729450,,1827521,1838611,1848614,1878621,,,,
贵州,移动,,,,,,,,,1518602,,1579279,,,,,1729451,,1827522,1838612,1848615,1878622,,,,
贵州,移动,,,,,,,,,1518603,,1579314,,,,,1729452,,1827523,1838613,1848616,1878623,,,,
贵州,移动,,,,,,,,,1518604,,1579415,,,,,1729453,,1827524,1838614,1848617,1878624,,,,
贵州,移动,,,,,,,,,1518605,,1579416,,,,,1729454,,1827525,1838615,1848618,1878625,,,,
贵州,移动,,,,,,,,,1518606,,1579417,,,,,1729455,,1827526,1838616,1848619,1878626,,,,
贵州,移动,,,,,,,,,1518607,,1579442,,,,,1729456,,1827527,1838617,1848620,1878627,,,,
贵州,移动,,,,,,,,,1518608,,1579556,,,,,1729457,,1827528,1838618,1848621,1878628,,,,
贵州,移动,,,,,,,,,1518609,,1579557,,,,,1729458,,1827529,1838619,1848622,1878629,,,,
贵州,移动,,,,,,,,,1518610,,1579558,,,,,1729459,,1827530,1838620,1848623,1878630,,,,
贵州,移动,,,,,,,,,1518611,,1579559,,,,,1729460,,1827531,1838621,1848624,1878631,,,,
贵州,移动,,,,,,,,,1518612,,1579577,,,,,1729461,,1827532,1838622,1848625,1878632,,,,
贵州,移动,,,,,,,,,1518613,,1579600,,,,,1729462,,1827533,1838623,1848626,1878633,,,,
贵州,移动,,,,,,,,,1518614,,1579611,,,,,1729463,,1827534,1838624,1848627,1878634,,,,
贵州,移动,,,,,,,,,1518615,,1579614,,,,,1729464,,1827535,1838625,1848628,1878635,,,,
贵州,移动,,,,,,,,,1518616,,1579622,,,,,1729465,,1827536,1838626,1848629,1878636,,,,
贵州,移动,,,,,,,,,1518617,,,,,,,1729466,,1827537,1838627,1848630,1878637,,,,
贵州,移动,,,,,,,,,1518618,,,,,,,1729467,,1827538,1838628,1848631,1878638,,,,
贵州,移动,,,,,,,,,1518619,,,,,,,1729468,,1827539,1838629,1848632,1878639,,,,
贵州,移动,,,,,,,,,1518620,,,,,,,1729469,,1827540,1838630,1848633,1878640,,,,
贵州,移动,,,,,,,,,1518621,,,,,,,1729470,,1827541,1838631,1848634,1878641,,,,
贵州,移动,,,,,,,,,1518622,,,,,,,1729471,,1827542,1838632,1848635,1878642,,,,
贵州,移动,,,,,,,,,1518623,,,,,,,1729472,,1827543,1838633,1848636,1878643,,,,
贵州,移动,,,,,,,,,1518624,,,,,,,1729473,,1827544,1838634,1848637,1878644,,,,
贵州,移动,,,,,,,,,1518625,,,,,,,1729474,,1827545,1838635,1848638,1878645,,,,
贵州,移动,,,,,,,,,1518626,,,,,,,1729475,,1827546,1838636,1848639,1878646,,,,
贵州,移动,,,,,,,,,1518627,,,,,,,1729476,,1827547,1838637,1848640,1878647,,,,
贵州,移动,,,,,,,,,1518628,,,,,,,1729477,,1827548,1838638,1848641,1878648,,,,
贵州,移动,,,,,,,,,1518629,,,,,,,1729478,,1827549,1838639,1848642,1878649,,,,
贵州,移动,,,,,,,,,1518630,,,,,,,1729479,,1827550,1838640,1848643,1878650,,,,
贵州,移动,,,,,,,,,1518631,,,,,,,1729480,,1827551,1838641,1848644,1878651,,,,
贵州,移动,,,,,,,,,1518632,,,,,,,1729481,,1827552,1838642,1848645,1878652,,,,
贵州,移动,,,,,,,,,1518633,,,,,,,1729482,,1827553,1838643,1848646,1878653,,,,
贵州,移动,,,,,,,,,1518634,,,,,,,1729483,,1827554,1838644,1848647,1878654,,,,
贵州,移动,,,,,,,,,1518635,,,,,,,1729484,,1827555,1838645,1848648,1878655,,,,
