省份,运营商,130 号段,131 号段,132 号段,145 号段,155 号段,156 号段,166 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
新疆,联通,,,,,,,1669898,,1759909,1769920,,1869999,
新疆,联通,,,,,,,1669899,,1759910,1769921,,,
新疆,联通,,,,,,,1669900,,1759911,1769922,,,
新疆,联通,,,,,,,1669901,,1759912,1769923,,,
新疆,联通,,,,,,,1669902,,1759913,1769924,,,
新疆,联通,,,,,,,1669903,,1759914,1769925,,,
新疆,联通,,,,,,,1669904,,1759915,1769926,,,
新疆,联通,,,,,,,1669905,,1759916,1769927,,,
新疆,联通,,,,,,,1669906,,1759917,1769928,,,
新疆,联通,,,,,,,1669907,,1759918,1769929,,,
新疆,联通,,,,,,,1669908,,1759919,1769930,,,
新疆,联通,,,,,,,1669909,,1759920,1769931,,,
新疆,联通,,,,,,,1669910,,1759921,1769932,,,
新疆,联通,,,,,,,1669911,,1759922,1769933,,,
新疆,联通,,,,,,,1669912,,1759923,1769934,,,
新疆,联通,,,,,,,1669913,,1759924,1769935,,,
新疆,联通,,,,,,,1669914,,1759925,1769936,,,
新疆,联通,,,,,,,1669915,,1759926,1769937,,,
新疆,联通,,,,,,,1669916,,1759927,1769938,,,
新疆,联通,,,,,,,1669917,,1759928,1769939,,,
新疆,联通,,,,,,,1669918,,1759929,1769940,,,
新疆,联通,,,,,,,1669919,,1759930,1769941,,,
新疆,联通,,,,,,,1669920,,1759931,1769942,,,
新疆,联通,,,,,,,1669921,,1759932,1769943,,,
新疆,联通,,,,,,,1669922,,1759933,1769944,,,
新疆,联通,,,,,,,1669923,,1759934,1769945,,,
新疆,联通,,,,,,,1669924,,1759935,1769946,,,
新疆,联通,,,,,,,1669925,,1759936,1769947,,,
新疆,联通,,,,,,,1669926,,1759937,1769948,,,
新疆,联通,,,,,,,1669927,,1759938,1769949,,,
新疆,联通,,,,,,,1669928,,1759939,1769950,,,
新疆,联通,,,,,,,1669929,,1759940,1769951,,,
新疆,联通,,,,,,,1669930,,1759941,1769952,,,
新疆,联通,,,,,,,1669931,,1759942,1769953,,,
新疆,联通,,,,,,,1669932,,1759943,1769954,,,
新疆,联通,,,,,,,1669933,,1759944,1769955,,,
新疆,联通,,,,,,,1669934,,1759945,1769956,,,
新疆,联通,,,,,,,1669935,,1759946,1769957,,,
新疆,联通,,,,,,,1669936,,1759947,1769958,,,
新疆,联通,,,,,,,1669937,,1759948,1769959,,,
新疆,联通,,,,,,,1669938,,1759949,1769960,,,
新疆,联通,,,,,,,1669939,,1759950,1769961,,,
新疆,联通,,,,,,,1669940,,1759951,1769962,,,
新疆,联通,,,,,,,1669941,,1759952,1769963,,,
新疆,联通,,,,,,,1669942,,1759953,1769964,,,
新疆,联通,,,,,,,1669943,,1759954,1769965,,,
新疆,联通,,,,,,,1669944,,1759955,1769966,,,
新疆,联通,,,,,,,1669945,,1759956,1769967,,,
新疆,联通,,,,,,,1669946,,1759957,1769968,,,
新疆,联通,,,,,,,1669947,,1759958,1769969,,,
新疆,联通,,,,,,,1669948,,1759959,1769970,,,
新疆,联通,,,,,,,1669949,,1759960,1769971,,,
新疆,联通,,,,,,,1669950,,1759961,1769972,,,
新疆,联通,,,,,,,1669951,,1759962,1769973,,,
新疆,联通,,,,,,,1669952,,1759963,1769974,,,
新疆,联通,,,,,,,1669953,,1759964,1769975,,,
新疆,联通,,,,,,,1669954,,1759965,1769976,,,
新疆,联通,,,,,,,1669955,,1759966,1769977,,,
新疆,联通,,,,,,,1669956,,1759967,1769978,,,
新疆,联通,,,,,,,1669957,,1759968,1769979,,,
