省份,运营商,130 号段,131 号段,132 号段,145 号段,146 号段,155 号段,156 号段,166 号段,167 号段,171 号段,175 号段,176 号段,185 号段,186 号段,196 号段
四川,联通,1301081,1310840,1321903,1452833,,1550823,1560903,1660823,1670838,1712483,1750823,1760823,1850823,1860823,1961283
四川,联通,1301810,1310841,1321904,1452834,,1550824,1560904,1660824,1670839,1712484,1750824,1760824,1850824,1860824,1961284
四川,联通,1301811,1310842,1321905,1452835,,1550825,1560905,1660825,1671810,1712485,1750825,1760825,1850825,1860825,1961285
四川,联通,1301812,1310843,1321906,1452836,,1550826,1560906,1660826,1671811,1712486,1750826,1760826,1850826,1860826,1961286
四川,联通,1301813,1310844,1321907,1452837,,1550827,1560907,1660827,1671812,1712487,1750827,1760827,1850827,1860827,1961287
四川,联通,1301814,1310845,1321908,1452838,,1550828,1560908,1660828,1671813,1712488,1750828,1760828,1850828,1860828,1961288
四川,联通,1301815,1310848,1321909,1452839,,1550829,1560909,1660829,1671814,1712489,1750829,1760829,1850829,1860829,1961289
四川,联通,1301816,1311180,1321910,1453800,,1550830,1568000,1660830,1671815,1713800,1750830,1760830,1850830,1860830,1961370
四川,联通,1301817,1311181,1321911,1453801,,1550831,1568001,1660831,1671816,1713801,1750831,1760831,1850831,1860831,1961371
四川,联通,1301818,1311182,1321912,1453802,,1550832,1568002,1660832,1671817,1713802,1750832,1760832,1850832,1860832,1961372
四川,联通,1301819,1311183,1321913,1453803,,1550833,1568003,1660833,1671818,1713803,1750833,1760833,1850833,1860833,1961373
四川,联通,1301820,1311184,1321914,1453804,,1550834,1568004,1660834,1671819,1713804,1750834,1760834,1850834,1860834,1961374
四川,联通,1301821,1311185,1321915,1453805,,1550835,1568005,1660835,1671830,1713805,1750835,1760835,1850835,1860835,1961375
四川,联通,1301822,1311186,1321916,1453806,,1550836,1568006,1660836,1671831,1713806,1750836,1760836,1850836,1860836,1961376
四川,联通,1301823,1311187,1321917,1453807,,1550837,1568007,1660837,1671832,1713807,1750837,1760837,1850837,1860837,1961377
四川,联通,1301824,1311188,1321918,1453808,,1550838,1568008,1660838,1671833,1713808,1750838,1760838,1850838,1860838,1961378
四川,联通,1301825,1311189,1321919,1453809,,1550839,1568009,1660839,1671834,1713809,1750839,1760839,1850839,1860839,1961379
四川,联通,1301826,1311800,1321920,1453810,,1550840,1568010,1661280,1671835,1713810,1752800,1761280,1851280,1861320,
四川,联通,1301827,1311801,1321921,1453811,,1550841,1568011,1661281,1671836,1713811,1752801,1761281,1851281,1861321,
四川,联通,1301828,1311802,1321922,1453812,,1550842,1568012,1661282,1671837,1713812,1752802,1761282,1851282,1861322,
四川,联通,1301829,1311803,1321923,1453813,,1550843,1568013,1661283,1671838,1713813,1752803,1761283,1851283,1861323,
四川,联通,1302645,1311804,1321924,1453814,,1550844,1568014,1661284,1671839,1713814,1752804,1761284,1851284,1861324,
四川,联通,1302648,1311805,1321925,1453815,,1550845,1568015,1661285,1672810,1713815,1752805,1761285,1851285,1861325,
四川,联通,1302649,1311806,1321926,1453816,,1550846,1568016,1661286,1672811,1713816,1752806,1761286,1851286,1861326,
四川,联通,1302810,1311807,1321927,1453817,,1550847,1568017,1661287,1672812,1713817,1752807,1761287,1851287,1861327,
四川,联通,1302811,1311808,1321928,1453818,,1550848,1568018,1661288,1672813,1713818,1752808,1761288,1851288,1861328,
四川,联通,1302812,1311809,1321929,1453819,,1550849,1568019,1661289,1672814,1713819,1752809,1761289,1851289,1861329,
四川,联通,1302813,1311810,1321930,1453820,,1552020,1568020,1662800,1672815,1713820,1752810,1762800,1851570,1861570,
四川,联通,1302814,1311811,1321931,1453821,,1552021,1568021,1662801,1672816,1713821,1752811,1762801,1851571,1861571,
四川,联通,1302815,1311812,1321932,1453822,,1552022,1568022,1662802,1672817,1713822,1752812,1762802,1851572,1861572,
四川,联通,1302816,1311813,1321933,1453823,,1552023,1568023,1662803,1672818,1713823,1752813,1762803,1851573,1861573,
四川,联通,1302817,1311814,1321934,1453824,,1552024,1568024,1662804,1672819,1713824,1752814,1762804,1851574,1861574,
四川,联通,1302818,1311815,1321935,1453825,,1552025,1568025,1662805,1672830,1713825,1752815,1762805,1851575,1861575,
四川,联通,1302819,1311816,1321936,1453826,,1552026,1568026,1662806,1672831,1713826,1752816,1762806,1851576,1861576,
四川,联通,1303280,1311817,1321937,1453827,,1552027,1568027,1662807,1672832,1713827,1752817,1762807,1851577,1861577,
四川,联通,1303281,1311818,1321938,1453828,,1552028,1568028,1662808,1672833,1713828,1752818,1762808,1851578,1861578,
四川,联通,1303282,1311819,1321939,1453829,,1552029,1568029,1662809,1672834,1713829,1752819,1762809,1851579,1861579,
四川,联通,1303283,1311820,1321940,1453830,,1552030,1568030,1662810,1672835,1713830,1758130,1762810,1858150,1862800,
四川,联通,1303284,1311821,1321941,1453831,,1552031,1568031,1662811,1672836,1713831,1758131,1762811,1858151,1862801,
四川,联通,1303285,1311822,1321942,1453832,,1552032,1568032,1662812,1672837,1713832,1758132,1762812,1858152,1862802,
四川,联通,1303286,1311823,1321943,1453833,,1552033,1568033,1662813,1672838,1713833,1758133,1762813,1858153,1862803,
四川,联通,1303287,1311824,1321944,1453834,,1552034,1568034,1662814,1672839,1713834,1758134,1762814,1858154,1862804,
四川,联通,1303288,1311825,1321945,1453835,,1552035,1568035,1662815,1673810,1713835,1758135,1762815,1858155,1862805,
四川,联通,1303289,1311826,1321946,1453836,,1552036,1568036,1662816,1673811,1713836,1758136,1762816,1858156,1862806,
四川,联通,1303560,1311827,1321947,1453837,,1552037,1568037,1662817,1673812,1713837,1758137,1762817,1858157,1862807,
四川,联通,1303561,1311828,1321948,1453838,,1552038,1568038,1662818,1673813,1713838,1758138,1762818,1858158,1862808,
四川,联通,1303562,1311829,1321949,1453839,,1552039,1568039,1662819,1673814,1713839,1758139,1762819,1858159,1862809,
四川,联通,1303563,1311830,1321950,1453840,,1552040,1568040,1662820,1673815,1714028,1758170,1762820,1858160,1862810,
四川,联通,1303564,1311831,1321951,1453841,,1552041,1568041,1662821,1673816,1714812,1758171,1762821,1858161,1862811,
