省份,运营商,133 号段,153 号段,162 号段,173 号段,174 号段,177 号段,180 号段,181 号段,189 号段,190 号段,191 号段,193 号段,199 号段
浙江,电信,1335753,1535543,,1736354,,1777274,1806624,,1896724,1905804,,,
浙江,电信,1335754,1535544,,1736355,,1777275,1806625,,1896725,1905805,,,
浙江,电信,1335755,1535545,,1736356,,1777276,1806626,,1896726,1905806,,,
浙江,电信,1335756,1535546,,1736357,,1777277,1806627,,1896727,1905807,,,
浙江,电信,1335757,1535547,,1736358,,1777278,1806628,,1896728,1905808,,,
浙江,电信,1335758,1535548,,1736359,,1777279,1806629,,1896729,1905809,,,
浙江,电信,1335759,1535549,,1736450,,1777400,1806630,,1896730,1905810,,,
浙江,电信,1335760,1535550,,1736451,,1777401,1806631,,1896731,1905811,,,
浙江,电信,1335761,1535551,,1736452,,1777402,1806632,,1896732,1905812,,,
浙江,电信,1335762,1535552,,1736453,,1777403,1806633,,1896733,1905813,,,
浙江,电信,1335763,1535553,,1736454,,1777404,1806634,,1896734,1905814,,,
浙江,电信,1335764,1535554,,1736455,,1777405,1806635,,1896735,1905815,,,
浙江,电信,1335765,1535555,,1736456,,1777406,1806636,,1896736,1905816,,,
浙江,电信,1335766,1535556,,1736457,,1777407,1806637,,1896737,1905817,,,
浙江,电信,1335767,1535557,,1736458,,1777408,1806638,,1896738,1905818,,,
浙江,电信,1335768,1535558,,1736459,,1777409,1806639,,1896739,1905819,,,
浙江,电信,1335769,1535559,,1736580,,1777410,1806640,,1896740,1906430,,,
浙江,电信,1336200,1535560,,1736581,,1777411,1806641,,1896741,1906431,,,
浙江,电信,1336201,1535561,,1736582,,1777412,1806642,,1896742,1906432,,,
浙江,电信,1336202,1535562,,1736583,,1777413,1806643,,1896743,1906433,,,
浙江,电信,1336203,1535563,,1736584,,1777414,1806644,,1896744,1906434,,,
浙江,电信,1336204,1535564,,1736585,,1777415,1806645,,1896745,1906435,,,
浙江,电信,1336205,1535565,,1736586,,1777416,1806646,,1896746,1906436,,,
浙江,电信,1336206,1535566,,1736587,,1777417,1806647,,1896747,1906437,,,
浙江,电信,1336207,1535567,,1736588,,1777418,1806648,,1896748,1906438,,,
浙江,电信,1336208,1535568,,1736589,,1777419,1806649,,1896749,1906439,,,
浙江,电信,1336209,1535569,,1736660,,1777420,1806700,,1896750,1906440,,,
浙江,电信,1336210,1535570,,1736661,,1777421,1806701,,1896751,1906441,,,
浙江,电信,1336211,1535571,,1736662,,1777422,1806702,,1896752,1906442,,,
浙江,电信,1336212,1535572,,1736663,,1777423,1806703,,1896753,1906443,,,
浙江,电信,1336213,1535573,,1736664,,1777424,1806704,,1896754,1906444,,,
浙江,电信,1336214,1535574,,1736665,,1777425,1806705,,1896755,1906445,,,
浙江,电信,1336215,1535575,,1736666,,1777426,1806706,,1896756,1906446,,,
浙江,电信,1336216,1535576,,1736667,,1777427,1806707,,1896757,1906447,,,
浙江,电信,1336217,1535577,,1736668,,1777428,1806708,,1896758,1906448,,,
浙江,电信,1336218,1535578,,1736669,,1777429,1806709,,1896759,1906449,,,
浙江,电信,1336219,1535579,,1736700,,1778850,1806710,,1896760,1906560,,,
浙江,电信,1336220,1535580,,1736701,,1778851,1806711,,1896761,1906561,,,
浙江,电信,1336221,1535581,,1736702,,1778852,1806712,,1896762,1906562,,,
浙江,电信,1336222,1535582,,1736703,,1778853,1806713,,1896763,1906563,,,
浙江,电信,1336223,1535583,,1736704,,1778854,1806714,,1896764,1906564,,,
浙江,电信,1336224,1535584,,1736705,,1778855,1806715,,1896765,1906565,,,
浙江,电信,1336225,1535585,,1736706,,1778856,1806716,,1896766,1906566,,,
浙江,电信,1336226,1535586,,1736707,,1778857,1806717,,1896767,1906567,,,
浙江,电信,1336227,1535587,,1736708,,1778858,1806718,,1896768,1906568,,,
浙江,电信,1336228,1535588,,1736709,,1778859,1806719,,1896769,1906569,,,
